tweet_id,Stance
1257533862227271680,NONE
1257533878887231488,NONE
1257533879470170112,AGAINST
1257533888471187456,NONE
1257533892787134464,AGAINST
1257533900110229505,AGAINST
1257533924898754561,NONE
1257533934440779776,NONE
1257533934453362688,NONE
1257533935992532994,AGAINST
1257533955378761728,AGAINST
1257533961531777024,AGAINST
1257533980728889344,AGAINST
1257533980871667713,AGAINST
1257533986621931522,NONE
1257533992313729024,FAVOR
1257534009485246464,NONE
1257534036227928064,AGAINST
1257534042511114240,AGAINST
1257534049658298368,AGAINST
1257534086115016710,NONE
1257534112090505216,AGAINST
1257534138325876737,AGAINST
1257534153991442432,AGAINST
1257534209092091904,AGAINST
1257534212401315840,AGAINST
1257534215085850624,AGAINST
1257534219112402944,AGAINST
1257534225328324609,NONE
1257534233213468672,AGAINST
1257534227165446144,FAVOR
1257534241639989248,NONE
1257534250527739905,AGAINST
1257534256475074560,NONE
1257534259377647616,AGAINST
1257534265992101890,AGAINST
1257534298183401473,FAVOR
1257534306605387779,NONE
1257534321176375296,AGAINST
1257534347147689987,NONE
1257534348896731136,AGAINST
1257534356282683392,AGAINST
1257534370409144320,NONE
1257534372745342976,NONE
1257534379045183488,NONE
1257534386460921856,AGAINST
1257534397735043072,NONE
1257534414755676163,AGAINST
1257534416496156672,AGAINST
1257534421143449601,AGAINST
1257534424809377793,AGAINST
1257534428076785665,AGAINST
1257534429729341446,FAVOR
1257534434787672064,AGAINST
1257534480119709702,AGAINST
1257534486964834304,NONE
1257534491632914432,NONE
1257534499321049095,NONE
1257534500755603456,NONE
1257534504677388289,AGAINST
1257534514500374528,AGAINST
1257534519177027584,AGAINST
1257534534611922944,AGAINST
1257534543059472384,AGAINST
1257534546163220480,AGAINST
1257534556028223490,FAVOR
1257534568820690944,NONE
1257534570284498944,AGAINST
1257534576638869509,AGAINST
1257534582326325248,AGAINST
1257534592380219392,AGAINST
1257534592581537794,AGAINST
1257534593827319808,AGAINST
1257534597308522496,AGAINST
1257534601586606081,NONE
1257534602866016258,AGAINST
1257534643588354059,AGAINST
1257534646197370880,AGAINST
1257534651658309633,NONE
1257534653797412865,AGAINST
1257534665147047937,NONE
1257534678262833153,NONE
1257534678765981696,AGAINST
1257534679659487232,AGAINST
1257534692854767616,NONE
1257534705215275009,NONE
1257534705852805121,AGAINST
1257534715881390080,AGAINST
1257534717647183872,NONE
1257534719463432192,AGAINST
1257534720990228487,AGAINST
1257534723070582784,NONE
1257534727243751424,AGAINST
1257534732855803904,AGAINST
1257534737763229697,NONE
1257534739705184256,AGAINST
1257534742150254592,NONE
1257534742922223616,AGAINST
1257534743727362050,AGAINST
1257534750077616128,NONE
1257534756390141957,NONE
1257534792595206145,AGAINST
1257534802451980289,AGAINST
1257534801868984320,AGAINST
1257534802435153920,AGAINST
1257534802468786177,AGAINST
1257534823171870721,NONE
1257534826112000000,NONE
1257534838149656576,AGAINST
1257534848941654016,AGAINST
1257534859972685826,AGAINST
1257534862396964868,AGAINST
1257534877718786048,AGAINST
1257534881967616001,AGAINST
1257534889991081987,NONE
1257534893145370624,AGAINST
1257534894198132736,AGAINST
1257534895104065536,NONE
1257534907670093826,AGAINST
1257534910312493057,NONE
1257534913198374923,AGAINST
1257534919670202373,NONE
1257534945062293504,AGAINST
1257534958580752391,NONE
1257534973822844928,AGAINST
1257534975882129408,FAVOR
1257534980160274432,NONE
1257534983708659712,NONE
1257534988737798144,AGAINST
1257534992160301057,NONE
1257534995993776131,AGAINST
1257534997600391168,NONE
1257535008262238213,AGAINST
1257535011382796288,AGAINST
1257535012372504577,AGAINST
1257535017930100736,AGAINST
1257535019049979904,NONE
1257535020320690176,AGAINST
1257535029716160512,AGAINST
1257535032819769344,NONE
1257535034229219330,AGAINST
1257535039799164928,AGAINST
1257535046115713024,FAVOR
1257535046367490050,AGAINST
1257535058505863168,AGAINST
1257535061362118657,NONE
1257535069360701441,NONE
1257535079414329344,AGAINST
1257535080995659776,AGAINST
1257535103590453249,NONE
1257535103951081473,NONE
1257535122745810944,AGAINST
1257535128512978946,NONE
1257535143683584000,AGAINST
1257535147043205120,NONE
1257535148322684928,AGAINST
1257535167901700096,AGAINST
1257535171462680577,AGAINST
1257535180840955905,AGAINST
1257535196657786880,AGAINST
