tweet_id,Stance
1250640058249392129,FAVOR
1250640174960312321,NONE
1250640227997081600,FAVOR
1250640244363472896,NONE
1250640375435292674,NONE
1250640519815987203,AGAINST
1250640937656750080,NONE
1250641064664240129,NONE
1250641215017619456,AGAINST
1250641217148399616,FAVOR
1250641377630629888,FAVOR
1250641389714579457,FAVOR
1250641421821829125,NONE
1250641433612165121,NONE
1250641514595827712,NONE
1250641654660333569,NONE
1250641766769807360,AGAINST
1250641850433593344,NONE
1250641866397290498,FAVOR
1250641871203753984,NONE
1250641885309198336,NONE
1250641936450490368,NONE
1250642252407373825,NONE
1250642344354824192,NONE
1250642467512344582,NONE
1250642619715276800,NONE
1250642651105222656,FAVOR
1250642791107104768,NONE
1250642791908204551,NONE
1250643188559147008,NONE
1250643294796701697,NONE
1250643411411099649,NONE
1250643442004262913,NONE
1250643702902554625,NONE
1250643787690508288,NONE
1250643872985886720,FAVOR
1250643933463379979,NONE
1250643974072659969,NONE
1250643992707952640,FAVOR
1250644238171287552,NONE
1250644244823449601,NONE
1250644349286617089,NONE
1250644354718248960,NONE
1250644587225350144,NONE
1250644764275494913,NONE
1250644801076121600,AGAINST
1250644948270997504,NONE
1250645118517985282,NONE
1250645126994681861,NONE
1250645189699436546,NONE
1250645203184058368,NONE
1250645238449750018,NONE
1250645239003480065,NONE
1250645442108493825,NONE
1250645556059201537,FAVOR
1250645662808436736,NONE
1250646133443047425,NONE
1250646364733632512,NONE
1250646378142765057,NONE
1250646379896209409,FAVOR
1250646589095452672,NONE
1250646646481776641,AGAINST
1250646743487778823,NONE
1250646885427273729,NONE
1250646955253997568,FAVOR
1250647006449504256,NONE
1250647086841966592,NONE
1250647096572563457,NONE
1250647141912965120,NONE
1250647450538242051,NONE
1250647593316646912,NONE
1250647907679842305,NONE
1250648344763850757,NONE
1250648857270120448,NONE
1250648966418452480,NONE
1250648987725676544,AGAINST
1250649138745577474,NONE
1250649449950560257,FAVOR
1250649478538727424,NONE
1250649680955887616,NONE
1250649739885973504,NONE
1250649777274052609,NONE
1250649794978013185,NONE
1250649813995134976,NONE
1250649849692897280,AGAINST
1250649872945917953,NONE
1250650070787162112,NONE
1250650709579587586,AGAINST
1250651020792696834,NONE
1250651044918378496,NONE
1250651095572987909,NONE
1250651168943923200,NONE
1250651203018674178,NONE
1250651265102761985,NONE
1250651366181048323,NONE
1250651382216040457,NONE
1250651831681921025,FAVOR
1250651943497695233,NONE
1250651968277819392,NONE
1250652016080236551,NONE
1250652121516478464,NONE
1250652124163211264,NONE
1250652161949741058,NONE
1250652247282728960,NONE
1250652302639325186,NONE
1250652335816224770,NONE
1250652441395298304,NONE
1250652447384629249,NONE
1250652451952197632,NONE
1250652534718382082,NONE
1250652636447195136,FAVOR
1250652767405903872,NONE
1250652842286858240,NONE
1250652907873218560,NONE
1250652923937292288,NONE
1250652951695294471,NONE
1250653044540420097,NONE
1250653126970892288,NONE
1250653225390428160,NONE
1250653317191139334,FAVOR
1250653444500840448,NONE
1250653560901038081,NONE
1250653642866036738,NONE
1250653827600019463,NONE
1250654094357864455,NONE
1250654119322365958,FAVOR
1250654346175557642,NONE
1250654412285992960,NONE
1250654414227992576,NONE
1250654448050860036,NONE
1250654535057637377,AGAINST
1250654585330511872,NONE
1250654788582363137,NONE
1250654868081016833,NONE
1250655051661492225,NONE
1250655057592422400,NONE
1250655248374550529,NONE
1250655361482162177,NONE
1250655435134308353,NONE
1250655542634110976,NONE
1250655548292231168,NONE
1250655552574836737,NONE
1250655625593278465,NONE
1250655726160113665,NONE
1250655817029779456,NONE
1250655830896246786,AGAINST
1250655867541745666,AGAINST
1250656031467646979,NONE
1250656041035075587,FAVOR
1250656139903037441,NONE
1250656243431010304,NONE
1250656333474349056,NONE
1250656386620379137,NONE
1250656422255190016,NONE
1250656457336541184,NONE
1250656502400065538,NONE
1250656556552613888,NONE
1250656594003521536,NONE
1250656668246892544,NONE
1250656753202507777,NONE
1250656786278801408,NONE
1250656881871335425,NONE
1250657017942982656,AGAINST
1250657214089625600,FAVOR
1250657233928503298,NONE
1250657237825019907,NONE
1250657410156580864,NONE
1250657419488833537,NONE
1250657434512887814,NONE
1250657552775426049,NONE
1250657690868764672,NONE
1250657740348743680,NONE
1250657837824372736,NONE
1250657844229259264,NONE
1250657855788797952,NONE
1250657875979984896,NONE
1250658100606107648,AGAINST
1250658130171695105,AGAINST
1250658179056308224,FAVOR
1250658265408643073,NONE
1250658360220725248,NONE
1250658389279072261,NONE
1250658587849953280,NONE
1250658610281152513,NONE
1250658897506889728,NONE
1250659028692283393,NONE
1250659065023340544,AGAINST
1250659115480649728,AGAINST
1250659121398980608,FAVOR
1250659177392820227,AGAINST
1250659215657570305,NONE
1250659304664969217,NONE
1250659384704696322,NONE
1250659504955375617,AGAINST
