tweet_id,Stance
1265140061319729153,NONE
1265140081574031360,AGAINST
1265140091258839041,NONE
1265140104068136961,NONE
1265140109202030595,AGAINST
1265140110347173888,FAVOR
1265140122888146955,AGAINST
1265140130001629185,FAVOR
1265140130660171776,NONE
1265140142181736448,NONE
1265140171319635968,AGAINST
1265140172208963584,NONE
1265140189770297344,NONE
1265140193083834368,AGAINST
1265140198402228232,NONE
1265140200952356864,AGAINST
1265140203703787521,AGAINST
1265140205620801540,AGAINST
1265140222750326784,NONE
1265140239162630146,NONE
1265140249027440640,NONE
1265140253511147520,NONE
1265140260347969536,NONE
1265140269453840384,FAVOR
1265140289330651137,AGAINST
1265140308989411333,NONE
1265140319835664384,NONE
1265140332393492480,AGAINST
1265140337544065024,AGAINST
1265140344146051072,AGAINST
1265140346423574533,NONE
1265140357500563457,AGAINST
1265140372876877824,FAVOR
1265140377666945024,NONE
1265140395748413440,NONE
1265140413523832835,NONE
1265140425183997952,AGAINST
1265140425469411328,NONE
1265140427809861634,AGAINST
1265140431186083841,NONE
1265140449532153857,AGAINST
1265140450723131394,NONE
1265140454103773184,AGAINST
1265140467609423873,AGAINST
1265140469849305093,NONE
1265140474114969601,NONE
1265140475327123456,NONE
1265140480645443584,AGAINST
1265140492359983104,NONE
1265140497904840705,AGAINST
1265140515319828481,NONE
1265140525071360000,AGAINST
1265140541412515841,NONE
1265140546013728768,AGAINST
1265140548245086208,NONE
1265140558554476546,NONE
1265140564485234688,NONE
1265140566804754433,FAVOR
1265140567995973632,AGAINST
1265140569098948609,AGAINST
1265140569711525889,AGAINST
1265140574421528577,AGAINST
1265140593950244864,NONE
1265140606701051913,FAVOR
1265140611587301376,AGAINST
1265140615513284609,FAVOR
1265140617916506114,AGAINST
1265140626120679428,AGAINST
1265140630763663361,AGAINST
1265140644441403396,FAVOR
1265140680999002112,AGAINST
1265140690553462786,NONE
1265140695313965056,AGAINST
1265140701429477378,AGAINST
1265140705845895168,AGAINST
1265140706831523846,AGAINST
1265140709939728385,FAVOR
1265140725819207680,AGAINST
1265140727731773440,NONE
1265140729795555328,FAVOR
1265140754957172743,AGAINST
1265140768915652608,NONE
1265140776842846208,AGAINST
1265140798359851009,NONE
1265140804101632000,NONE
1265140810514755584,NONE
1265140831905894400,AGAINST
1265140838662733826,NONE
1265140846321717254,FAVOR
1265140855267930114,AGAINST
1265140863186984963,NONE
1265140873211392000,FAVOR
1265140912914526208,AGAINST
1265140929758814208,AGAINST
1265140952684826626,NONE
1265140959206977537,AGAINST
1265140959672582144,NONE
1265140967952322561,AGAINST
1265140971269787648,AGAINST
1265140974419836928,NONE
1265140979566284800,NONE
1265140987308855296,AGAINST
1265140988252692481,FAVOR
1265140993185034240,AGAINST
1265140993634054146,NONE
1265140994263089154,NONE
1265140997853335552,AGAINST
1265140999619149825,AGAINST
1265141001292824576,NONE
1265141006527131648,NONE
1265141009953873921,NONE
1265141013099819008,NONE
1265141022671228928,AGAINST
1265141030656995329,NONE
1265141043621593089,AGAINST
1265141048159932416,AGAINST
1265141055353090048,FAVOR
1265141057680838656,AGAINST
1265141059472015360,AGAINST
1265141066665082880,AGAINST
1265141069840134144,FAVOR
1265141088748294144,NONE
1265141089213788161,AGAINST
1265141091600228352,NONE
1265141115763609601,NONE
1265141116413730816,AGAINST
1265141139868454912,NONE
1265141141428736000,NONE
1265141142712172544,FAVOR
1265141143051722752,AGAINST
1265141160454041601,AGAINST
1265141161200513025,NONE
1265141167500427265,AGAINST
1265141168595034112,NONE
1265141169794793473,AGAINST
1265141187322605569,AGAINST
1265141189029724160,NONE
1265141194755014658,AGAINST
1265141212912246786,AGAINST
1265141216624218119,NONE
1265141226187210753,NONE
1265141234429046784,NONE
1265141236349857793,AGAINST
1265141239575449600,AGAINST
1265141245623623683,NONE
1265141249436028928,NONE
1265141261306118144,NONE
1265141261402542080,FAVOR
1265141274341863426,AGAINST
1265141281216438280,AGAINST
1265141294835384321,NONE
1265141295317520384,AGAINST
1265141295548334080,AGAINST
1265141297913962497,NONE
1265141300321378304,AGAINST
1265141302397722625,AGAINST
1265141312468275200,NONE
1265141314355703812,NONE
1265141317367201792,AGAINST
1265141352674865152,NONE
1265141359142453254,NONE
1265141365295456259,AGAINST
1265141395238641664,AGAINST
1265141405040562178,AGAINST
1265141407116865538,AGAINST
1265141407133687808,AGAINST
1265141419456393216,AGAINST
1265141423600517120,AGAINST
1265141430051147777,AGAINST
1265141433847160832,NONE
1265141442621685760,AGAINST
1265141443879997440,NONE
1265141475865657344,FAVOR
1265141485864878086,NONE
1265141487576051712,AGAINST
1265141500939137026,NONE
1265141505255235584,AGAINST
1265141516630200320,AGAINST
1265141517716541449,AGAINST
1265141522841784327,NONE
1265141531112902660,NONE
1265141538922704898,NONE
1265141573689290753,AGAINST
1265141577946628097,AGAINST
1265141579682951168,FAVOR
1265141582031998978,NONE
1265141617322647552,AGAINST
1265141623647801346,AGAINST
1265141644929761280,AGAINST
1265141677397815296,AGAINST
1265141685945683968,NONE
1265141687782965248,AGAINST
1265141688592330754,AGAINST
1265141693541744641,AGAINST
1265141697920544768,AGAINST
1265141702895063041,NONE
1265141724164132864,AGAINST
1265141737913122816,NONE
1265141738496278528,NONE
1265141740098531328,NONE
1265141798420180992,FAVOR
1265141808918597632,AGAINST
1265141844700213248,AGAINST
1265141851993956352,AGAINST
1265141855823384576,AGAINST
1265141856901435392,NONE
1265141857538932736,AGAINST
1265141871820435456,NONE
1265141878611218436,AGAINST
1265141883186995201,NONE
1265141890111897600,AGAINST
1265141891458203648,AGAINST
1265141892972523521,AGAINST
1265141896755777536,AGAINST
1265141898714296320,AGAINST
1265141907094597632,NONE
1265141913444741120,NONE
1265141915609169921,NONE
1265141919547420672,NONE
1265141925755092993,AGAINST
1265141953852833792,NONE
1265141953911353344,AGAINST
1265141965051453440,NONE
1265141987105288193,FAVOR
1265142004087877634,NONE
1265142011562037248,AGAINST
1265142014703595520,AGAINST
1265142019170672641,AGAINST
1265142065589035010,AGAINST
1265142077056184320,NONE
1265142093304954880,NONE
1265142095628681216,FAVOR
1265142099214827533,NONE
1265142106877812737,NONE
1265142106982699009,FAVOR
1265142108907868162,AGAINST
1265142120421064705,AGAINST
1265142125001400326,AGAINST
1265142131137474560,FAVOR
1265142131531771904,AGAINST
1265142137290543107,FAVOR
1265142145708670977,NONE
1265142153744994304,NONE
1265142154428473344,AGAINST
1265142184556232710,NONE
1265142209130659842,AGAINST
1265142252361273344,AGAINST
1265142276977643525,NONE
1265142284938600448,AGAINST
1265142289254449157,AGAINST
1265142329645494272,NONE
1265142331407249408,FAVOR
1265142335798603781,AGAINST
1265142366119383040,AGAINST
1265142399090651136,NONE
1265142402789982208,AGAINST
1265142403607879680,AGAINST
1265142413175201792,NONE
1265142421932761094,NONE
1265142424634036226,AGAINST
1265142425552449536,NONE
1265142426521538560,NONE
1265142428010414080,FAVOR
1265142430006939651,AGAINST
1265142433811030017,FAVOR
1265142443445379072,NONE
1265142468107960320,AGAINST
1265142522935775233,NONE
1265142534277226496,NONE
1265142534499635200,NONE
1265142549313802241,AGAINST
1265142555974553600,NONE
1265142580674588672,AGAINST
1265142601293979648,FAVOR
1265142601960894464,AGAINST
1265142608961011712,AGAINST
1265142618473631745,AGAINST
1265142618977075201,AGAINST
1265142615726608384,AGAINST
1265142623238590466,NONE
1265142633158115330,FAVOR
1265142646982406146,NONE
1265142675767824384,AGAINST
1265142677453991936,NONE
1265142680889077760,FAVOR
1265142685893099525,AGAINST
1265142696919760898,AGAINST
1265142697838415875,AGAINST
1265142703370768384,NONE
1265142710454964224,NONE
1265142744055341061,NONE
1265142749189332993,AGAINST
1265142749205893121,AGAINST
1265142753429725186,FAVOR
1265142765014454273,NONE
1265142771582730240,AGAINST
1265142783653879809,FAVOR
1265142784014651392,NONE
1265142801957826560,FAVOR
1265142816705052672,NONE
1265142826008031233,NONE
1265142840675282944,AGAINST
1265142842382381056,NONE
1265142844613963779,AGAINST
1265142845868052481,AGAINST
1265142847923249153,NONE
1265142860321521665,NONE
1265142894882480128,FAVOR
1265142902214332416,NONE
1265142902709039105,AGAINST
1265142905074855942,FAVOR
1265142912804728833,AGAINST
1265142917762445312,AGAINST
1265142928856567810,AGAINST
1265142929003130880,AGAINST
1265142935974055937,AGAINST
1265142939971235847,AGAINST
1265142947324059660,NONE
1265142950222159872,AGAINST
1265142961710362625,NONE
1265142962478108672,NONE
1265142967288791040,AGAINST
1265142971332268032,AGAINST
1265142971973939200,NONE
1265142979846647812,AGAINST
1265142983579459584,NONE
1265142987111137280,NONE
1265142999366930432,NONE
1265143012239310854,AGAINST
1265143016811003904,AGAINST
1265143027594477568,AGAINST
1265143041813295110,NONE
1265143042589315075,AGAINST
1265143043595874306,AGAINST
1265143075636207623,FAVOR
1265143085358612485,AGAINST
1265143086302330882,NONE
1265143088407695360,AGAINST
1265143099350794240,NONE
1265143100382609410,NONE
1265143102857113601,AGAINST
1265143111220629504,AGAINST
1265143140974858240,AGAINST
1265143149963341824,AGAINST
1265143150173024256,AGAINST
1265143152069029895,AGAINST
1265143163917930496,NONE
1265143165478207493,AGAINST
1265143177947668480,AGAINST
1265143199888076800,NONE
1265143200915709952,NONE
1265143201964294149,NONE
1265143209258295304,AGAINST
1265143209925185539,AGAINST
1265143214748700675,NONE
1265143216581599234,AGAINST
1265143222919192583,NONE
1265143245622796293,NONE
1265143271652720646,AGAINST
1265143276123959296,NONE
1265143278858534912,NONE
1265143295770058753,AGAINST
1265143295962779648,AGAINST
1265143296407384064,AGAINST
1265143306109038592,NONE
1265143309195866113,AGAINST
1265143326241587202,AGAINST
1265143326421987329,AGAINST
1265143349587128326,FAVOR
1265143351264735233,NONE
1265143360282484736,NONE
1265143389848133632,AGAINST
1265143407183306752,FAVOR
1265143412895870977,AGAINST
1265143419841548288,AGAINST
1265143421842280449,NONE
1265143426913165313,AGAINST
1265143436954329088,NONE
1265143438120488960,NONE
1265143438246207493,AGAINST
1265143438581927936,AGAINST
1265143446236352512,AGAINST
1265143455388274693,AGAINST
1265143460778119170,NONE
1265143473490915328,AGAINST
1265143482567581696,NONE
1265143484517806081,NONE
1265143508639322112,NONE
1265143509369020423,NONE
1265143529010982912,AGAINST
1265143530504302592,NONE
1265143530831241216,AGAINST
