tweet_id,Stance
1275283876676464640,NONE
1275283885027282945,AGAINST
1275283930439200769,AGAINST
1275283950198386692,NONE
1275283954161954817,NONE
1275283965599813633,NONE
1275283988882440192,NONE
1275283990153326592,AGAINST
1275283990862274560,AGAINST
1275284014778118145,NONE
1275284025335255040,NONE
1275284026727817216,AGAINST
1275284033048469505,AGAINST
1275284034181005313,AGAINST
1275284034705186817,FAVOR
1275284042196418562,AGAINST
1275284061183971330,AGAINST
1275284064727994369,NONE
1275284066397499400,AGAINST
1275284071342432257,NONE
1275284075767455749,NONE
1275284079525498881,AGAINST
1275284080934834177,AGAINST
1275284084936380418,AGAINST
1275284087062827010,FAVOR
1275284108189536256,AGAINST
1275284108197924864,NONE
1275284111041708032,AGAINST
1275284117719068678,AGAINST
1275284118658404352,NONE
1275284140179378177,NONE
1275284145506340869,AGAINST
1275284160135876608,FAVOR
1275284176984408064,NONE
1275284179765223425,NONE
1275284192121679872,NONE
1275284194613067781,NONE
1275284194739052544,NONE
1275284199923044352,AGAINST
1275284219489550337,AGAINST
1275284222450651136,AGAINST
1275284223729917954,NONE
1275284235654328322,AGAINST
1275284240549081094,AGAINST
1275284254361096192,AGAINST
1275284259062808578,AGAINST
1275284260170141697,AGAINST
1275284261868908545,AGAINST
1275284267917094914,AGAINST
1275284283221897217,AGAINST
1275284284929163265,AGAINST
1275284288804708352,NONE
1275284291514019840,NONE
1275284298627796992,NONE
1275284309872570368,AGAINST
1275284313714692098,AGAINST
1275284321713229825,AGAINST
1275284335281700864,AGAINST
1275284336070103041,AGAINST
1275284336514928640,NONE
1275284346329579531,NONE
1275284353329893377,NONE
1275284358979637249,NONE
1275284361026457602,AGAINST
1275284375567908865,NONE
1275284387177861120,FAVOR
1275284389979656193,NONE
1275284395931299840,NONE
1275284396547997696,AGAINST
1275284413044023296,NONE
1275284422757986306,NONE
1275284423345188865,AGAINST
1275284424511406086,AGAINST
1275284427300462592,NONE
1275284429842386944,FAVOR
1275284435311575042,NONE
1275284437916409856,NONE
1275284440797806601,AGAINST
1275284441682685952,NONE
1275284445843435520,AGAINST
1275284454337130496,NONE
1275284473412755458,AGAINST
1275284476818530304,AGAINST
1275284491637075968,NONE
1275284497110495232,NONE
1275284501116133377,FAVOR
1275284519994580992,NONE
1275284524218212352,AGAINST
1275284536947965952,NONE
1275284539330326528,NONE
1275284545709895680,FAVOR
1275284560704614400,NONE
1275284560796770304,NONE
1275284567696564227,NONE
1275284575145639938,FAVOR
1275284581957152768,NONE
1275284604316987393,AGAINST
1275284610864295939,NONE
1275284616199507968,AGAINST
1275284618439208972,AGAINST
1275284619856920577,FAVOR
1275284627645743105,AGAINST
1275284635258216448,AGAINST
1275284643642699776,NONE
1275284645672779777,AGAINST
1275284656900829184,FAVOR
1275284658805264384,NONE
1275284662399586307,NONE
1275284687125176323,AGAINST
1275284688798547968,NONE
