tweet_id,Stance
1257895481528680450,NONE
1257895486545108992,AGAINST
1257895490970021888,NONE
1257895495760044032,AGAINST
1257895498641371137,NONE
1257895502353481728,NONE
1257895515691212800,NONE
1257895516752363520,AGAINST
1257895521894662148,NONE
1257895525602545665,AGAINST
1257895533173235712,NONE
1257895538659405824,NONE
1257895540748161025,AGAINST
1257895543436533760,NONE
1257895556426301441,NONE
1257895564869431297,NONE
1257895580388470785,NONE
1257895580824551424,NONE
1257895583634853888,NONE
1257895585509670913,AGAINST
1257895587636224000,AGAINST
1257895603452776450,AGAINST
1257895604459573248,NONE
1257895604627427328,NONE
1257895607273811969,AGAINST
1257895609329020928,NONE
1257895614114869249,NONE
1257895615834587136,FAVOR
1257895619705868288,NONE
1257895624814419969,AGAINST
1257895630321614848,NONE
1257895635602161665,NONE
1257895638676668416,NONE
1257895641860235265,NONE
1257895648147496970,NONE
1257895654518657024,NONE
1257895654581559296,AGAINST
1257895670717059076,AGAINST
1257895675548688384,AGAINST
1257895679537696773,NONE
1257895681248964609,FAVOR
1257895681840349184,NONE
1257895687297081344,AGAINST
1257895687695609856,NONE
1257895696528744448,AGAINST
1257895699628175362,AGAINST
1257895709661106181,NONE
1257895719345590272,FAVOR
1257895719459053568,AGAINST
1257895727218352129,NONE
1257895735216885760,NONE
1257895740569014272,NONE
1257895750069039104,AGAINST
1257895752455475200,NONE
1257895763977424897,NONE
1257895764916875264,AGAINST
1257895766494007296,FAVOR
1257895768079433731,AGAINST
1257895770977492993,FAVOR
1257895772521037824,NONE
1257895777411751936,AGAINST
1257895793949904896,NONE
1257895796558557184,NONE
1257895809271676934,NONE
1257895810446036992,AGAINST
1257895816515080194,NONE
1257895819023450113,NONE
1257895819593887744,AGAINST
1257895826099040258,NONE
1257895829546782723,NONE
1257895835548909568,NONE
1257895838413619201,NONE
1257895847406325760,AGAINST
1257895848521822211,FAVOR
1257895854091862016,AGAINST
1257895863831183360,AGAINST
1257895864066093056,NONE
1257895866263896065,NONE
1257895867568160770,AGAINST
1257895873041883136,AGAINST
1257895893765959680,NONE
1257895895024177152,NONE
1257895897419087873,NONE
1257895902448058369,AGAINST
1257895903366541318,NONE
1257895903589011457,AGAINST
1257895904083763200,NONE
1257895906659250177,NONE
1257895913273487360,AGAINST
1257895913277685760,NONE
1257895914422693888,AGAINST
1257895918000635904,AGAINST
1257895921704210433,AGAINST
1257895923759407104,NONE
1257895925571186689,NONE
1257895925629911041,AGAINST
1257895931653099522,AGAINST
1257895931673890817,FAVOR
1257895933649522688,AGAINST
1257895939013922818,NONE
