tweet_id,Stance
1261510082027798528,NONE
1261510084472922114,AGAINST
1261510111912132611,AGAINST
1261510112499228677,NONE
1261510117813628929,AGAINST
1261510133835632640,AGAINST
1261510135563902977,NONE
1261510140592893953,AGAINST
1261510150000644097,NONE
1261510153867866112,AGAINST
1261510155000336385,AGAINST
1261510155407155206,AGAINST
1261510165431369729,NONE
1261510169495625733,NONE
1261510173064957953,AGAINST
1261510177372569600,AGAINST
1261510182191808518,AGAINST
1261510187585646595,AGAINST
1261510179733909505,AGAINST
1261510190182002690,NONE
1261510191570280450,AGAINST
1261510194305130504,FAVOR
1261510194808279040,AGAINST
1261510199082471424,NONE
1261510208314056705,NONE
1261510208511041536,NONE
1261510208691585024,AGAINST
1261510210339909632,AGAINST
1261510241885224963,AGAINST
1261510247253934083,AGAINST
1261510249611214850,AGAINST
1261510250152280064,AGAINST
1261510255973928960,NONE
1261510265000124416,NONE
1261510277645942785,AGAINST
1261510290526666759,NONE
1261510297426235394,AGAINST
1261510301868068865,AGAINST
1261510310181117952,AGAINST
1261510313020731392,AGAINST
1261510313427570689,AGAINST
1261510315956674561,AGAINST
1261510328933908486,AGAINST
1261510339083907074,NONE
1261510344393945088,AGAINST
1261510346562469890,AGAINST
1261510351096614913,AGAINST
1261510352291770368,NONE
1261510354946985984,AGAINST
1261510358126206976,NONE
1261510378405519365,NONE
1261510383380000768,AGAINST
1261510389604290560,NONE
1261510391768608768,AGAINST
1261510393429667841,AGAINST
1261510395027574784,AGAINST
1261510417462882305,NONE
1261510419748982785,NONE
1261510419836997634,AGAINST
1261510427264970753,FAVOR
1261510430771613702,FAVOR
1261510430930935808,AGAINST
1261510438153576449,AGAINST
1261510440791597056,AGAINST
1261510447854911489,NONE
1261510448022556679,NONE
1261510452393267206,NONE
1261510468964765696,AGAINST
1261510477005365248,NONE
1261510493392433153,NONE
1261510494764007426,AGAINST
1261510497825722369,NONE
1261510501730709506,AGAINST
1261510504004149248,NONE
1261510504855601153,NONE
1261510509422972928,AGAINST
1261510510156996609,NONE
1261510511168032769,AGAINST
1261510533393666048,AGAINST
1261510570563432448,FAVOR
1261510572862058497,AGAINST
1261510576590721025,AGAINST
1261510581946892288,AGAINST
1261510592197586944,AGAINST
1261510595632914432,AGAINST
1261510597113413632,NONE
1261510608710561793,AGAINST
1261510610434560002,AGAINST
1261510610552000512,NONE
1261510616910491649,AGAINST
1261510618026106883,AGAINST
1261510626121338880,AGAINST
1261510626414919684,NONE
1261510628033904641,NONE
1261510650003689473,NONE
1261510650834096128,AGAINST
1261510653715472384,AGAINST
1261510654877466631,NONE
1261510658408865794,AGAINST
1261510672652931073,AGAINST
1261510677543432192,NONE
1261510680965820419,AGAINST
1261510683344199680,NONE
1261510686666088448,AGAINST
1261510690168139776,AGAINST
1261510692407881728,AGAINST
1261510704617730048,NONE
1261510708614717440,AGAINST
1261510714881044480,AGAINST
1261510720107225089,AGAINST
1261510727975698433,NONE
1261510730437799938,NONE
1261510731066830851,AGAINST
1261510732643893248,FAVOR
1261510752239788032,NONE
1261510758761926656,NONE
1261510760871555072,AGAINST
1261510765367853057,AGAINST
1261510769046216704,AGAINST
1261510774322798594,AGAINST
1261510779011989505,AGAINST
1261510780937256960,AGAINST
1261510782312787968,AGAINST
1261510786838650887,NONE
1261510795860471808,AGAINST
1261510796410052608,NONE
1261510796938407937,AGAINST
1261510804429570049,NONE
1261510817989738496,FAVOR
1261510823987548165,AGAINST
1261510830685855747,NONE
1261510832254566401,AGAINST
1261510849988001792,AGAINST
1261510851648839681,AGAINST
1261510854693928960,AGAINST
1261510865351827463,NONE
1261510866815647745,AGAINST
1261510870909231104,NONE
1261510880950247425,AGAINST
1261510884418973696,AGAINST
1261510887724236800,AGAINST
1261510897333346305,AGAINST
1261510897459216385,AGAINST
1261510903628886018,AGAINST
1261510906313347073,AGAINST
1261510908855140353,AGAINST
1261510920636792832,AGAINST
1261510920968298496,NONE
1261510925024026624,NONE
1261510941885243393,FAVOR
1261510946431946752,NONE
1261510953960714242,AGAINST
1261510955160174592,AGAINST
1261510960361193472,AGAINST
1261510962701651968,AGAINST
1261510963821449217,NONE
1261510981001326598,AGAINST
1261510982242877442,NONE
1261510990539165696,FAVOR
1261510990757351424,AGAINST
1261511015994281984,AGAINST
1261511016850079747,AGAINST
1261511018213236736,AGAINST
1261511026631151616,AGAINST
1261511035954978817,AGAINST
1261511037897015296,AGAINST
1261511042477297665,NONE
1261511043110408192,AGAINST
1261511045253865473,AGAINST
1261511059631988736,AGAINST
1261511065281548289,NONE
1261511073083113473,AGAINST
1261511073171046406,AGAINST
1261511074722926593,AGAINST
1261511079462658048,AGAINST
1261511086735593474,NONE
1261511099746263045,AGAINST
1261511109007286276,AGAINST
1261511116687097856,AGAINST
1261511122890502146,NONE
1261511124450598912,AGAINST
1261511131216183301,AGAINST
1261511143706824704,NONE
1261511149259874304,AGAINST
1261511153055789056,AGAINST
1261511153785745408,AGAINST
1261511155136126976,AGAINST
1261511170369839104,AGAINST
1261511173926801409,AGAINST
1261511175122059270,AGAINST
1261511175784849408,AGAINST
1261511191677014019,AGAINST
1261511196739383296,NONE
1261511197939073027,NONE
1261511204360642561,AGAINST
1261511204884840448,NONE
1261511206222942208,NONE
1261511208177299457,AGAINST
1261511215706075138,AGAINST
1261511222463094784,AGAINST
1261511232109993985,AGAINST
1261511251894517762,AGAINST
1261511258475343872,AGAINST
1261511264532119563,AGAINST
1261511268193562625,NONE
1261511275399520256,AGAINST
1261511277517639681,NONE
1261511296979103746,AGAINST
1261511299629973505,AGAINST
1261511301181747200,NONE
1261511302217781249,AGAINST
1261511302729564160,AGAINST
1261511312611381249,NONE
1261511320521699328,AGAINST
1261511331448066049,AGAINST
1261511340360904705,AGAINST
1261511343892500481,AGAINST
1261511344177557504,NONE
1261511345805148160,NONE
1261511355783213056,NONE
1261511361877573638,AGAINST
1261511361995079681,AGAINST
1261511365942038536,FAVOR
1261511367359492096,AGAINST
1261511385990623232,AGAINST
1261511410808311808,AGAINST
1261511411051696128,AGAINST
1261511423328280577,AGAINST
1261511438016950274,AGAINST
1261511441359593474,FAVOR
1261511442135543809,NONE
1261511443989401601,NONE
1261511436070682624,AGAINST
1261511456367038464,NONE
1261511462998196225,NONE
1261511464315244545,AGAINST
1261511464940167168,AGAINST
1261511478932357123,AGAINST
1261511496036745216,AGAINST
1261511511173783553,AGAINST
1261511513258577922,AGAINST
1261511517708533760,AGAINST
1261511520762069000,AGAINST
1261511528756514822,AGAINST
1261511531369504768,AGAINST
1261511537396596737,AGAINST
1261511543654543360,AGAINST
1261511549228929040,AGAINST
1261511549971300353,AGAINST
1261511568409481217,AGAINST
1261511571634708480,NONE
1261511572838645760,NONE
1261511575673823234,AGAINST
1261511580816216068,AGAINST
1261511582212739073,AGAINST
1261511583617908742,NONE
1261511590932815872,NONE
1261511593705254913,FAVOR
1261511616060968960,AGAINST
1261511620678701059,AGAINST
1261511624084471809,NONE
1261511636856139777,AGAINST
1261511642015322114,AGAINST
1261511642094936070,AGAINST
1261511644045357056,AGAINST
1261511645781561344,NONE
1261511652035506177,AGAINST
1261511653788512256,NONE
1261511653977403392,AGAINST
1261511659429916672,AGAINST
1261511665637634048,AGAINST
1261511670175879170,AGAINST
1261511671270514688,NONE
1261511695626833922,NONE
1261511699862917121,NONE
1261511713372934144,AGAINST
1261511713922232321,NONE
1261511722935947270,NONE
1261511729223208961,AGAINST
1261511732637208577,AGAINST
1261511743110447104,NONE
1261511753529057280,AGAINST
1261511767294951425,AGAINST
1261511773259214850,NONE
1261511780494454784,AGAINST
1261511788199321605,NONE
1261511791085002754,AGAINST
1261511795631505409,AGAINST
1261511822571683840,NONE
1261511829668466688,NONE
1261511830159179782,FAVOR
1261511831732080641,AGAINST
1261511841035030530,NONE
1261511844046548994,AGAINST
1261511846546280448,AGAINST
1261511849130045440,AGAINST
1261511852720193538,AGAINST
1261511859489968135,AGAINST
1261511869904257025,FAVOR
1261511876447399941,FAVOR
1261511877114413058,AGAINST
1261511880734134272,AGAINST
1261511884898996224,AGAINST
1261511886475943936,NONE
1261511900543713280,AGAINST
