tweet_id,Stance
1259700599592902665,FAVOR
1259700609810419718,NONE
1259700610447925248,AGAINST
1259700623739510786,AGAINST
1259700629469093888,AGAINST
1259700636997697537,FAVOR
1259700644618919936,AGAINST
1259700664612995077,AGAINST
1259700667616133122,AGAINST
1259700691083411457,AGAINST
1259700694002655232,NONE
1259700706916724736,AGAINST
1259700712503521280,FAVOR
1259700722171510784,FAVOR
1259700725564702721,NONE
1259700737526902784,NONE
1259700737820569604,AGAINST
1259700742845353984,NONE
1259700749421985792,AGAINST
1259700754539053062,NONE
1259700761186856960,AGAINST
1259700765729456129,NONE
1259700767214260224,NONE
1259700771349815296,FAVOR
1259700778467495937,AGAINST
1259700802093973509,AGAINST
1259700854996770817,AGAINST
1259700857786060800,NONE
1259700869689417728,NONE
1259700871614644229,AGAINST
1259700878661091328,FAVOR
1259700888312184834,NONE
1259700892342710272,NONE
1259700908486606848,AGAINST
1259700941592440833,AGAINST
1259700946302644230,AGAINST
1259700946881220609,NONE
1259700949486112769,FAVOR
1259700954380800001,AGAINST
1259700954439446531,AGAINST
1259700964430315520,AGAINST
1259700993882652674,AGAINST
1259700999175852034,AGAINST
1259701010630574080,FAVOR
1259701019988066305,NONE
1259701034957418496,AGAINST
1259701039059611649,NONE
1259701044423974912,NONE
1259701047859298306,NONE
1259701050761777155,AGAINST
1259701060597235712,AGAINST
1259701147419340801,FAVOR
1259701154264555520,NONE
1259701163726901248,AGAINST
1259701170148446208,AGAINST
1259701191539384321,AGAINST
1259701194592858112,NONE
1259701199718080512,AGAINST
1259701212351520768,AGAINST
1259701215086206977,NONE
1259701216571011073,AGAINST
1259701218382721026,NONE
1259701236271476738,AGAINST
1259701244182048768,NONE
1259701264302178305,NONE
1259701271629631493,AGAINST
1259701279489581058,AGAINST
1259701281511411717,AGAINST
1259701297957056512,FAVOR
1259701308971454466,NONE
1259701328206614528,AGAINST
1259701335538241536,NONE
1259701349496893442,NONE
1259701350041964544,AGAINST
1259701380840919042,FAVOR
1259701409886482432,NONE
1259701411429957637,NONE
1259701446884327429,NONE
1259701447483985920,NONE
1259701451917602816,NONE
1259701455788945408,NONE
1259701460998123520,FAVOR
1259701504790978560,NONE
1259701506862792704,AGAINST
1259701507089457152,NONE
1259701523157827585,AGAINST
1259701528853532672,AGAINST
1259701537619746819,NONE
1259701560709439498,FAVOR
1259701562240315392,AGAINST
1259701573975932928,NONE
1259701574055727104,AGAINST
1259701575410307072,AGAINST
1259701588211445760,AGAINST
1259701604321722368,FAVOR
1259701608432062464,NONE
1259701611313672198,NONE
1259701649792262145,NONE
1259701652623245319,NONE
1259701653948817408,AGAINST
1259701656314236928,AGAINST
1259701660093419524,NONE
1259701666607099904,AGAINST
1259701667127164930,AGAINST
1259701667794161665,NONE
1259701669282983937,AGAINST
1259701670792970240,NONE
1259701691194228743,AGAINST
1259701695183048704,AGAINST
1259701706511785984,NONE
1259701712966672384,NONE
1259701732713525251,FAVOR
1259701743690153984,NONE
1259701745552207872,NONE
1259701749067190273,NONE
1259701750744805376,FAVOR
1259701769967452161,AGAINST
1259701775378124800,NONE
1259701778460880896,NONE
1259701781119959041,AGAINST
1259701797834362886,AGAINST
1259701806067863557,AGAINST
1259701812631941121,NONE
1259701842096918528,NONE
1259701842449031170,AGAINST
1259701861788954624,NONE
1259701869099745280,AGAINST
1259701872073506816,NONE
1259701880583868419,AGAINST
1259701881691086850,NONE
1259701889232445440,FAVOR
1259701890947973125,NONE
1259701892025856002,AGAINST
1259701896710774784,NONE
1259701898665435137,AGAINST
1259701900317995016,NONE
1259701904197783554,AGAINST
1259701908551262214,FAVOR
1259701929497821184,NONE
1259701946966892545,NONE
1259701974985031680,AGAINST
1259701983788838912,NONE
1259701986804424704,FAVOR
1259702003372097536,AGAINST
1259702015510208512,FAVOR
1259702032656740353,NONE
1259702041062113280,AGAINST
1259702064093048833,AGAINST
1259702079888785408,NONE
1259702079892918272,NONE
1259702088449224704,AGAINST
1259702089455996929,NONE
1259702095780904967,AGAINST
1259702103951454208,AGAINST
1259702124755267588,NONE
1259702138135105537,NONE
1259702139254763521,AGAINST
1259702142186766336,NONE
1259702148545212417,AGAINST
1259702164013760512,FAVOR
1259702182477250560,FAVOR
1259702185060941824,AGAINST
1259702195160780802,NONE
1259702203016593409,FAVOR
1259702205151498240,AGAINST
1259702224319479809,NONE
1259702234364837888,NONE
1259702239112953856,NONE
1259702270960316416,AGAINST
1259702271136329728,AGAINST
1259702274177355777,AGAINST
1259702274944913410,AGAINST
1259702279030128642,NONE
1259702284172345344,NONE
1259702293970157571,AGAINST
1259702294821601281,NONE
1259702302635483137,FAVOR
1259702308041977858,AGAINST
1259702308826501122,NONE
1259702320511823872,NONE
1259702351381872645,AGAINST
1259702359044702209,AGAINST
1259702361880031233,NONE
1259702365025964032,AGAINST
1259702371057369088,NONE
1259702376350404614,NONE
1259702386051944449,AGAINST
1259702395455647745,NONE
1259702399863648256,AGAINST
1259702407778484226,FAVOR
1259702412694171648,AGAINST
1259702414690656260,AGAINST
1259702416733138944,AGAINST
1259702422341128193,NONE
1259702438350684160,NONE
1259702452825153538,AGAINST
1259702453303259136,NONE
1259702454368821248,AGAINST
1259702455471915009,AGAINST
1259702458839900160,AGAINST
1259702468105113606,AGAINST
1259702474769944578,NONE
1259702486409060352,AGAINST
1259702492826423302,AGAINST
1259702495888236544,AGAINST
1259702510039764992,NONE
1259702510429843456,NONE
1259702511612682242,NONE
1259702513793523712,AGAINST
