tweet_id,Stance
1273471916070907904,AGAINST
1273471933196177413,FAVOR
1273471942385905666,AGAINST
1273471944948625409,AGAINST
1273471992314748928,NONE
1273471996395835392,FAVOR
1273471997146775556,AGAINST
1273472004558069762,AGAINST
1273472010140647424,AGAINST
1273472023847731205,AGAINST
1273472053899857921,NONE
1273472067426488320,AGAINST
1273472114012585984,AGAINST
1273472123617439744,AGAINST
1273472133474254848,AGAINST
1273472170203574273,NONE
1273472188734042112,FAVOR
1273472194161438721,NONE
1273472197533806593,FAVOR
1273472204043403271,AGAINST
1273472207218327552,AGAINST
1273472207797334017,NONE
1273472214197821443,AGAINST
1273472214348824576,AGAINST
1273472214394961921,AGAINST
1273472249597693953,FAVOR
1273472260393730048,NONE
1273472258770718720,NONE
1273472280215949312,AGAINST
1273472284464840704,FAVOR
1273472287975579654,NONE
1273472288621461505,FAVOR
1273472328660180992,FAVOR
1273472347198984194,NONE
1273472349354901505,NONE
1273472351989096451,FAVOR
1273472356590092289,AGAINST
1273472361581461505,FAVOR
1273472365012430855,FAVOR
1273472400613683205,NONE
1273472417042743297,AGAINST
1273472473099431936,NONE
1273472478312988672,NONE
1273472479034368000,NONE
1273472479332151296,AGAINST
1273472483321163783,AGAINST
1273472484193349632,AGAINST
1273472500052230145,FAVOR
1273472548273963009,AGAINST
1273472550572486657,AGAINST
1273472557828603905,FAVOR
1273472559183364096,AGAINST
1273472567966347265,NONE
1273472569560100870,NONE
1273472580100321285,NONE
1273472614799818752,AGAINST
1273472618579079168,FAVOR
1273472624568537088,AGAINST
1273472629433827330,NONE
1273472634055987201,AGAINST
1273472640758550529,NONE
1273472652422848512,FAVOR
1273472661633433600,NONE
1273472661985861634,FAVOR
1273472664733024256,NONE
1273472665001447425,AGAINST
1273472665291014144,NONE
1273472666230382592,NONE
1273472667811581953,AGAINST
1273472686954610690,AGAINST
1273472699629797376,FAVOR
1273472719569313792,NONE
1273472719573577728,AGAINST
1273472720911515653,NONE
1273472731074318336,NONE
1273472734106804225,FAVOR
1273472742818545664,NONE
1273472743057559552,NONE
1273472757028671489,NONE
1273472809541328897,NONE
1273472838360395776,AGAINST
1273472839899906049,FAVOR
1273472856354160641,FAVOR
1273472861597044736,FAVOR
1273472870543511552,FAVOR
1273472889409290240,AGAINST
1273472890269323264,NONE
1273472901665239040,AGAINST
1273472926839377921,FAVOR
1273472931704627201,NONE
1273472932631568390,AGAINST
1273472939044638720,FAVOR
1273472962457473024,AGAINST
1273472967297638400,AGAINST
1273472978383183872,NONE
1273472983647039488,NONE
1273472985085685760,AGAINST
1273473024117952512,AGAINST
1273473025116114944,NONE
1273473027187982338,NONE
1273473052525953026,FAVOR
1273473069470842880,AGAINST
1273473095823536128,AGAINST
1273473096381579265,AGAINST
1273473138043559941,AGAINST
1273473150509027330,FAVOR
1273473155995258881,FAVOR
1273473164446584832,FAVOR
1273473176023031809,AGAINST
1273473189067120640,NONE
1273473201855696897,AGAINST
1273473207157186560,AGAINST
1273473214811795456,AGAINST
1273473220071440385,FAVOR
1273473221891891200,AGAINST
1273473223477297152,NONE
1273473246084526080,FAVOR
1273473248081186817,AGAINST
1273473248722849792,NONE
1273473248890548224,FAVOR
1273473248915644416,NONE
1273473301415952386,AGAINST
1273473345783320577,NONE
1273473356822491137,AGAINST
1273473361499295745,AGAINST
1273473361759203334,NONE
1273473365433626625,AGAINST
1273473366394011648,AGAINST
1273473383242620928,AGAINST
1273473392117678080,NONE
1273473402200657921,AGAINST
1273473441153384448,NONE
1273473442613002243,AGAINST
1273473445821427712,AGAINST
1273473459486687232,FAVOR
1273473463223812098,FAVOR
1273473471092310019,AGAINST
1273473473772433410,FAVOR
1273473493552648192,NONE
1273473493833666562,FAVOR
1273473496316817410,AGAINST
1273473502893334528,NONE
1273473503044354048,NONE
1273473514318815232,FAVOR
1273473577598152704,NONE
1273473600972980224,FAVOR
1273473609927757825,FAVOR
1273473625807622145,FAVOR
1273473640558804992,FAVOR
1273473645277413382,NONE
1273473665934524416,AGAINST
1273473666773168128,NONE
1273473696338866178,FAVOR
1273473708103892993,FAVOR
1273473708326375425,FAVOR
1273473713195954177,AGAINST
1273473731273338881,AGAINST
1273473743696785408,AGAINST
1273473746993635329,AGAINST
1273473781193900034,NONE
1273473785769926656,AGAINST
1273473794695262208,AGAINST
1273473800055795715,FAVOR
1273473807588753408,NONE
1273473823078309891,NONE
1273473823531102208,AGAINST
1273473827373121542,NONE
1273473828442607617,AGAINST
1273473831601127425,NONE
1273473842795577344,FAVOR
1273473856414629890,FAVOR
1273473859199463424,AGAINST
1273473878552125441,AGAINST
1273473894091853825,NONE
1273473897342464000,AGAINST
1273473899267678208,NONE
1273473916506214401,NONE
1273473923884056576,NONE
1273473938861899781,AGAINST
1273473949423112192,AGAINST
1273473956603985925,NONE
1273473965269245952,NONE
1273473968180092929,NONE
1273473970054938625,NONE
1273473983229427712,NONE
1273474004804919297,NONE
1273474025017106433,NONE
1273474042356432896,NONE
1273474063139311619,AGAINST
1273474068684079104,NONE
1273474079996227585,AGAINST
1273474080684023809,NONE
1273474103530356736,NONE
1273474109515558912,AGAINST
1273474144777187328,FAVOR
1273474146693980161,FAVOR
1273474176431480839,NONE
1273474185671704578,AGAINST
1273474225408561153,AGAINST
1273474232194826240,FAVOR
1273474269763252224,NONE
1273474272179216389,AGAINST
1273474273202577409,NONE
1273474290453749760,NONE
1273474302726172674,NONE
1273474310762610689,NONE
1273474315376381953,AGAINST
1273474317091770368,NONE
1273474321206464512,AGAINST
1273474325291708416,NONE
1273474330723147777,AGAINST
1273474361610166272,AGAINST
1273474366878158850,AGAINST
1273474374390218752,FAVOR
1273474396968058880,AGAINST
1273474417536860161,NONE
1273474446364340225,AGAINST
1273474447815725056,AGAINST
1273474448524488707,NONE
1273474453578616833,NONE
1273474470972321793,NONE
1273474503797092358,FAVOR
1273474527331102720,AGAINST
1273474529071894533,FAVOR
1273474506003226629,NONE
1273474550441771009,AGAINST
1273474557354160129,NONE
1273474577792974851,AGAINST
1273474578522636288,FAVOR
1273474591890067457,FAVOR
1273474592737079297,NONE
1273474608960876544,AGAINST
1273474617567559681,NONE
1273474637331156992,NONE
1273474683346792449,NONE
1273474700589576193,NONE
1273474707367645186,NONE
1273474709628301313,AGAINST
