tweet_id,Stance
1269124902914871297,NONE
1269124919742222336,AGAINST
1269124921390706688,NONE
1269124953179209729,FAVOR
1269124960032747520,NONE
1269124969293733888,AGAINST
1269124987887198213,NONE
1269124990005198853,AGAINST
1269125007063605250,NONE
1269125008137138179,NONE
1269125020212658181,AGAINST
1269125034775384065,NONE
1269125053972729856,AGAINST
1269125055008722944,NONE
1269125056308936704,NONE
1269125093315112960,NONE
1269125110620991491,AGAINST
1269125162814902274,NONE
1269125171748786176,NONE
1269125210709475328,AGAINST
1269125250882473984,NONE
1269125263322841088,AGAINST
1269125291378642945,FAVOR
1269125301159841792,NONE
1269125315449589761,NONE
1269125317664231424,NONE
1269125334374334464,NONE
1269125335184007168,NONE
1269125340955361280,AGAINST
1269125349738270727,AGAINST
1269125364409929728,AGAINST
1269125380369027072,AGAINST
1269125387042213888,AGAINST
1269125404931108865,NONE
1269125407200079872,AGAINST
1269125424048562176,NONE
1269125428805021696,AGAINST
1269125453060677632,AGAINST
1269125455107457024,NONE
1269125478847299584,NONE
1269125490939396097,FAVOR
1269125499172933632,NONE
1269125532538384386,NONE
1269125556332834817,FAVOR
1269125594446323713,AGAINST
1269125596317192195,AGAINST
1269125604823179265,AGAINST
1269125626637635584,AGAINST
1269125676960972800,NONE
1269125693792796672,NONE
1269125711068975112,NONE
1269125718363029505,NONE
1269125719516479488,NONE
1269125745919422465,NONE
1269125762315104258,AGAINST
1269125770909061126,AGAINST
1269125774021296129,AGAINST
1269125788609241088,AGAINST
1269125810763386880,NONE
1269125837695193090,NONE
1269125839272247296,NONE
1269125840903655424,AGAINST
1269125846578663424,NONE
1269125848059252737,NONE
1269125856158314496,NONE
1269125923330306049,AGAINST
1269125934830870528,FAVOR
1269125960533565440,AGAINST
1269125964992315392,NONE
1269125969962508291,NONE
1269125982365126656,NONE
1269125997196124160,NONE
1269126012807393283,AGAINST
1269126027864797184,NONE
1269126050568638465,NONE
1269126098928799744,NONE
1269126138107842560,AGAINST
1269126183318368256,AGAINST
1269126192596164608,FAVOR
1269126195309928448,NONE
1269126205162360834,AGAINST
1269126208324681728,AGAINST
1269126225764782086,NONE
1269126242663649280,FAVOR
